Brand	Outside model	Inside model	Furnace model	HSPF (Region IV)	Rated heating capacity (Btu/hour)	Grant amount	AHRI / Verification reference	AHRI Classification	Series name/product line (if applicable)	SEER	Rated cooling capacity (Btu/hour)	Coefficient of Performance (COP) at -15 °C (5 °F) (at maximum capacity)	Capacity Maintenance %  (Max -15°C/5°F ÷ Rated 8.3°C/47°F)
BRYANT	280ANV036*0**A*	CSPH*3612AL*+UI & 98(6*B,7*A)60080V21***		10.5	34000	$5,000	9893688	HRCU-A-CB	Bryant® Extreme Heat Pump	18.5	33400	2.28	77
BRYANT	280ANV036*0**A*	CSPH*3612AL*+UI & 98(6*B,7*A)66100V21***		10.5	34000	$5,000	9893689	HRCU-A-CB	Bryant® Extreme Heat Pump	18.5	33400	2.33	77
BRYANT	280ANV036*0**A*	CSPH*4212AL*+UI & 98(6*B,7MA)60060V21***		10.5	34000	$5,000	9893690	HRCU-A-CB	Bryant® Extreme Heat Pump	18	33400	2.37	77
BRYANT	280ANV036*0**A*	CSPH*3612AL*+UI	986TC42080C17***	10.5	34000	$5,000	204430993	HRCU-A-CB		18	33200	2.39	80
BRYANT	280ANV036*0**A*	CSPH*3612AL*+UI	88*TA36070C14***	10.5	34000	$5,000	204431044	HRCU-A-CB		18.5	33400	2.38	79
BRYANT	280ANV036*0**A*	CSPH*3612AL*+UI	987MB60060C21***	10.5	34000	$5,000	204431079	HRCU-A-CB		18	33400	2.38	79
BRYANT	280ANV036*0**A*	CSPH*4212AL*+UI	987MB60060C21***	10.5	34000	$5,000	204431204	HRCU-A-CB		18	33400	2.31	79
CARRIER	25VNA036A*030*	CSPH*4212AL*+UI	59MN7B060C21**20	10.5	34000	$5,000	204431201	HRCU-A-CB		18	34400	1.9	79
CARRIER	25VNA036A*030*	CSPH*3612AL*+UI	58TN*A045C17**12	10.5	34200	$5,000	204430937	HRCU-A-CB		17	34600	1.84	80
CARRIER	25VNA036A*030*	CSPH*3612AL*+UI	59TN6B060C17**14	10.5	34200	$5,000	204430983	HRCU-A-CB		17.5	33800	1.84	80
CARRIER	25VNA036A*030*	CNPV*4221AL*+UI & 59*N*A080V21**20		10.5	34200	$5,000	9892727	HRCU-A-CB	Infinity® 20 Heat Pump with Greenspeed® Intelligence	18.5	33400	2.21	76
CARRIER	25VNA036A*030*	CNPV*4221AL*+UI & 59*N*A100V21**22		10.5	34200	$5,000	9892728	HRCU-A-CB	Infinity® 20 Heat Pump with Greenspeed® Intelligence	18.5	33600	2.24	76
BRYANT	280ANV036*0**A*	CSPH*3612AL*+UI	986TC42060C17***	10.5	34200	$5,000	204430986	HRCU-A-CB		17.5	33000	2.43	80
BRYANT	280ANV036*0**A*	CAP**3621AL*+UI & 98(6*B,7*A)60080V21***		10.5	34200	$5,000	9893655	HRCU-A-CB	Bryant® Extreme Heat Pump	18.5	33400	2.18	76
BRYANT	280ANV036*0**A*	CNPV*4221AL*+UI & 98(6*B,7*A)60080V21***		10.5	34200	$5,000	9893676	HRCU-A-CB	Bryant® Extreme Heat Pump	18.5	33400	2.21	76
BRYANT	280ANV036*0**A*	CNPV*4221AL*+UI & 98(6*B,7*A)66100V21***		10.5	34200	$5,000	9893677	HRCU-A-CB	Bryant® Extreme Heat Pump	18.5	33600	2.24	76
BRYANT	280ANV036*0**A*	CSPH*3612AL*+UI	88*TA36045C17***	10.5	34200	$5,000	204430943	HRCU-A-CB		17	33600	2.43	80
CARRIER	25VNA036A*030*	CAP**3621AL*+UI & 59*N*A080V21**20		10.5	34200	$5,000	9892706	HRCU-A-CB	Infinity® 20 Heat Pump with Greenspeed® Intelligence	18.5	33400	2.18	76
CARRIER	25VNA436A*031*	FE4AN(B,F)003L+UI		10.5	34600	$5,000	206788575	HRCU-A-CB		21	32800	2.02	80
BRYANT	284ANV036*0**A*	FE4AN(B,F)003L+UI		10.5	34600	$5,000	205273935	HRCU-A-CB		21	32800	2.02	80
CARRIER	25VNA436A*030*	FE4AN(B,F)003L+UI		10.5	34600	$5,000	205272506	HRCU-A-CB		21	32800	2.02	80
CARRIER	25VNA436A*030*	CSPH*6012AL*+UI	59TN6B100C21**22	10.5	34800	$5,000	205272756	HRCU-A-CB		20.5	34600	2.18	80
CARRIER	25VNA436A*030*	CNPV*6024AL*+UI	58TN*A135C24**22	10.5	34800	$5,000	205272676	HRCU-A-CB		22	34400	2.14	79
CARRIER	25VNA036A*030*	CSPH*4212AL*+UI	59TN6B080C17**14	10.5	34800	$5,000	204431128	HRCU-A-CB		18	33400	1.89	78
CARRIER	25VNA036A*030*	CSPH*4212AL*+UI	58TN*A070C14**12	10.5	34800	$5,000	204431185	HRCU-A-CB		18.5	34400	1.9	78
CARRIER	25VNA036A*030*	CNPV*4217AL*+UI	59MN7B060C17**14	10.5	34800	$5,000	204430162	HRCU-A-CB		18	32800	1.89	72
CARRIER	25VNA436A*031*	CSPH*6012AL*+UI	59MN7B080C21**20	10.5	34800	$5,000	206788796	HRCU-A-CB		20.5	34400	2.16	80
CARRIER	25VNA436A*031*	CSPH*6012AL*+UI	59MN7B100C21**22	10.5	34800	$5,000	206788797	HRCU-A-CB		19.5	34600	2.18	80
CARRIER	25VNA436A*031*	CSPH*6012AL*+UI	59MN7B120C24**22	10.5	34800	$5,000	206788798	HRCU-A-CB		20.5	34400	2.16	80
CARRIER	25VNA436A*031*	CSPH*6012AL*+UI	59TN6B080C21**20	10.5	34800	$5,000	206788799	HRCU-A-CB		20.5	34400	2.16	80
CARRIER	25VNA436A*031*	CSPH*6012AL*+UI	59TN6B100C21**22	10.5	34800	$5,000	206788800	HRCU-A-CB		20.5	34600	2.18	80
CARRIER	25VNA436A*031*	CNPV*6024AL*+UI	58TN*A135C24**22	10.5	34800	$5,000	206788731	HRCU-A-CB		22	34400	2.14	79
BRYANT	284ANV036*0**A*	CSPH*6012AL*+UI	987MB66100C21***	10.5	34800	$5,000	205274182	HRCU-A-CB		19.5	34600	2.18	80
BRYANT	284ANV036*0**A*	CSPH*6012AL*+UI	987MB66120C24***	10.5	34800	$5,000	205274183	HRCU-A-CB		20.5	34400	2.16	80
BRYANT	284ANV036*0**A*	CSPH*6012AL*+UI	986TC60080C21***	10.5	34800	$5,000	205274184	HRCU-A-CB		20.5	34400	2.16	80
BRYANT	284ANV036*0**A*	CSPH*6012AL*+UI	986TC66100C21***	10.5	34800	$5,000	205274185	HRCU-A-CB		20.5	34600	2.18	80
BRYANT	284ANV036*0**A*	CNPV*6024AL*+UI	88*TA66135C24***	10.5	34800	$5,000	205274105	HRCU-A-CB		22	34400	2.14	79
CARRIER	25VNA036A*030*	CSPH*4212AL*+UI & 59*N*A080V17**14		10.5	34800	$5,000	9892697	HRCU-A-CB	Infinity® 20 Heat Pump with Greenspeed® Intelligence	18	33600	2.26	76
CARRIER	25VNA436A*030*	CSPH*6012AL*+UI	59MN7B080C21**20	10.5	34800	$5,000	205272752	HRCU-A-CB		20.5	34400	2.16	80
CARRIER	25VNA436A*030*	CSPH*6012AL*+UI	59MN7B100C21**22	10.5	34800	$5,000	205272753	HRCU-A-CB		19.5	34600	2.18	80
CARRIER	25VNA436A*030*	CSPH*6012AL*+UI	59MN7B120C24**22	10.5	34800	$5,000	205272754	HRCU-A-CB		20.5	34400	2.16	80
CARRIER	25VNA436A*030*	CSPH*6012AL*+UI	59TN6B080C21**20	10.5	34800	$5,000	205272755	HRCU-A-CB		20.5	34400	2.16	80
BRYANT	280ANV036*0**A*	CNPV*4217AL*+UI	987MB42060C17***	10.5	34800	$5,000	204430164	HRCU-A-CB		18	33400	2.18	72
BRYANT	280ANV036*0**A*	CSPH*4212AL*+UI & 98(6*B,7*A)42080V17***		10.5	34800	$5,000	9893646	HRCU-A-CB	Bryant® Extreme Heat Pump	18	33600	2.26	76
BRYANT	280ANV036*0**A*	CSPH*4212AL*+UI	986TC42080C17***	10.5	34800	$5,000	204431130	HRCU-A-CB		18	33600	2.33	78
BRYANT	280ANV036*0**A*	CSPH*4212AL*+UI	88*TA36070C14***	10.5	34800	$5,000	204431189	HRCU-A-CB		18.5	33600	2.31	78
BRYANT	284ANV036*0**A*	CSPH*6012AL*+UI	987MB60080C21***	10.5	34800	$5,000	205274181	HRCU-A-CB		20.5	34400	2.16	80
CARRIER	25VNA436A*031*	CNPV*6024AL*+UI	59TN6B100C21**22	10.5	35000	$5,000	206788737	HRCU-A-CB		21.5	34400	2.13	79
BRYANT	284ANV036*0**A*	CSPH*6012AL*+UI	88*TA60070C21***	10.5	35000	$5,000	205274173	HRCU-A-CB		20.5	34400	2.14	80
CARRIER	25VNA436A*030*	CNPV*6024AL*+UI	58TN*A090C21**20	10.5	35000	$5,000	205272675	HRCU-A-CB		22	34400	2.13	79
CARRIER	25VNA436A*030*	CNPV*6024AL*+UI	59TN6B120C24**22	10.5	35000	$5,000	205272677	HRCU-A-CB		21.5	34400	2.13	79
CARRIER	25VNA436A*030*	CNPV*6024AL*+UI	59MN7B080C21**20	10.5	35000	$5,000	205272678	HRCU-A-CB		21.5	34200	2.11	80
CARRIER	25VNA436A*030*	CNPV*6024AL*+UI	59MN7B100C21**22	10.5	35000	$5,000	205272679	HRCU-A-CB		21.5	34400	2.13	79
CARRIER	25VNA436A*030*	CNPV*6024AL*+UI	59MN7B120C24**22	10.5	35000	$5,000	205272680	HRCU-A-CB		21.5	34200	2.11	80
CARRIER	25VNA436A*030*	CNPV*6024AL*+UI	59TN6B080C21**20	10.5	35000	$5,000	205272681	HRCU-A-CB		21.5	34200	2.11	80
CARRIER	25VNA436A*030*	CNPV*6024AL*+UI	59TN6B100C21**22	10.5	35000	$5,000	205272682	HRCU-A-CB		21.5	34400	2.13	79
CARRIER	25VNA436A*030*	CNPV*6024AL*+UI	58TN*A110C21**20	10.5	35000	$5,000	205272683	HRCU-A-CB		22	34400	2.13	79
CARRIER	25VNA036A*030*	CSPH*4212AL*+UI	59TN6B060C17**14	10.5	35000	$5,000	204431122	HRCU-A-CB		17.5	34000	1.87	78
CARRIER	25VNA436A*030*	CAP**6024AL*+UI	59MN7B060C21**20	10.5	35000	$5,000	205272598	HRCU-A-CB		21	34200	2.07	80
CARRIER	25VNA436A*031*	CSPH*6012AL*+UI	58TN*A070C21**20	10.5	35000	$5,000	206788789	HRCU-A-CB		20.5	34400	2.14	80
CARRIER	25VNA436A*031*	CAP**6024AL*+UI	59MN7B060C21**20	10.5	35000	$5,000	206788662	HRCU-A-CB		21	34200	2.07	80
CARRIER	25VNA436A*031*	CNPV*6024AL*+UI	58TN*A090C21**20	10.5	35000	$5,000	206788730	HRCU-A-CB		22	34400	2.13	79
CARRIER	25VNA436A*031*	CNPV*6024AL*+UI	59TN6B120C24**22	10.5	35000	$5,000	206788732	HRCU-A-CB		21.5	34400	2.13	79
CARRIER	25VNA436A*031*	CNPV*6024AL*+UI	59MN7B080C21**20	10.5	35000	$5,000	206788733	HRCU-A-CB		21.5	34200	2.11	80
CARRIER	25VNA436A*031*	CNPV*6024AL*+UI	59MN7B100C21**22	10.5	35000	$5,000	206788734	HRCU-A-CB		21.5	34400	2.13	79
CARRIER	25VNA436A*031*	CNPV*6024AL*+UI	59MN7B120C24**22	10.5	35000	$5,000	206788735	HRCU-A-CB		21.5	34200	2.11	80
CARRIER	25VNA436A*031*	CNPV*6024AL*+UI	59TN6B080C21**20	10.5	35000	$5,000	206788736	HRCU-A-CB		21.5	34200	2.11	80
BRYANT	284ANV036*0**A*	CNPV*6024AL*+UI	88*TA60090C21***	10.5	35000	$5,000	205274104	HRCU-A-CB		22	34400	2.13	79
BRYANT	284ANV036*0**A*	CNPV*6024AL*+UI	986TC66120C24***	10.5	35000	$5,000	205274106	HRCU-A-CB		21.5	34400	2.13	79
BRYANT	284ANV036*0**A*	CNPV*6024AL*+UI	987MB60080C21***	10.5	35000	$5,000	205274107	HRCU-A-CB		21.5	34200	2.11	80
BRYANT	284ANV036*0**A*	CNPV*6024AL*+UI	987MB66100C21***	10.5	35000	$5,000	205274108	HRCU-A-CB		21.5	34400	2.13	79
BRYANT	284ANV036*0**A*	CNPV*6024AL*+UI	987MB66120C24***	10.5	35000	$5,000	205274109	HRCU-A-CB		21.5	34200	2.11	80
BRYANT	284ANV036*0**A*	CNPV*6024AL*+UI	986TC60080C21***	10.5	35000	$5,000	205274110	HRCU-A-CB		21.5	34200	2.11	80
BRYANT	284ANV036*0**A*	CNPV*6024AL*+UI	986TC66100C21***	10.5	35000	$5,000	205274111	HRCU-A-CB		21.5	34400	2.13	79
BRYANT	284ANV036*0**A*	CNPV*6024AL*+UI	88*TA60110C21***	10.5	35000	$5,000	205274112	HRCU-A-CB		22	34400	2.13	79
CARRIER	25VNA436A*030*	CSPH*6012AL*+UI	58TN*A070C21**20	10.5	35000	$5,000	205272744	HRCU-A-CB		20.5	34400	2.14	80
BRYANT	284ANV036*0**A*	CAP**6024AL*+UI	987MB60060C21***	10.5	35000	$5,000	205274027	HRCU-A-CB		21	34200	2.07	80
BRYANT	280ANV036*0**A*	CSPH*4212AL*+UI	986TC42060C17***	10.5	35000	$5,000	204431126	HRCU-A-CB		17.5	33400	2.37	78
CARRIER	25VNA436A*031*	CNPV*6024AL*+UI	58TN*A110C21**20	10.5	35000	$5,000	206788738	HRCU-A-CB		22	34400	2.13	79
CARRIER	25VNA436A*031*	CAP**6121AL*+UI	59MN7B060C17**14	10.5	35200	$5,000	206788885	HRCU-A-CB		20.5	34400	2.07	80
BRYANT	284ANV036*0**A*	CSPH*6012AL*+UI	987MB42080C17***	10.5	35200	$5,000	205274180	HRCU-A-CB		20	34200	2.09	80
CARRIER	25VNA436A*030*	CSPH*6012AL*+UI	58TN*A070C14**12	10.5	35200	$5,000	205272757	HRCU-A-CB		20.5	34400	2.11	80
CARRIER	25VNA436A*030*	CSPH*6012AL*+UI	59MN7B060C21**20	10.5	35200	$5,000	205272760	HRCU-A-CB		20	34400	2.11	80
CARRIER	25VNA436A*031*	CAP**6121AL*+UI	59MN7B060C21**20	10.5	35200	$5,000	206788675	HRCU-A-CB		21	34600	2.09	80
CARRIER	25VNA436A*031*	CSPH*4212AL*+UI	58TN*A135C24**22	10.5	35200	$5,000	206788759	HRCU-A-CB		20.5	34000	2.12	80
CARRIER	25VNA436A*030*	CNPV*4824AL*+UI	58TN*A135C24**22	10.5	35200	$5,000	205272665	HRCU-A-CB		21.5	34000	2.12	79
CARRIER	25VNA436A*030*	CSPH*4212AL*+UI	58TN*A135C24**22	10.5	35200	$5,000	205272708	HRCU-A-CB		20.5	34000	2.12	80
CARRIER	25VNA436A*030*	CAP**6121AL*+UI	58TN*A045C17**12	10.5	35200	$5,000	205272599	HRCU-A-CB		21	34400	2.04	81
CARRIER	25VNA436A*030*	CAP**6121AL*+UI	59MN7B060C17**14	10.5	35200	$5,000	205272605	HRCU-A-CB		20.5	34400	2.07	80
CARRIER	25VNA436A*030*	CAP**6121AL*+UI	59MN7B060C21**20	10.5	35200	$5,000	205272613	HRCU-A-CB		21	34600	2.09	80
CARRIER	25VNA436A*031*	CSPH*4812AL*+UI	58TN*A090C21**20	10.5	35200	$5,000	206788774	HRCU-A-CB		20.5	34200	2.12	80
CARRIER	25VNA436A*031*	CSPH*4812AL*+UI	58TN*A135C24**22	10.5	35200	$5,000	206788775	HRCU-A-CB		20.5	34200	2.14	79
CARRIER	25VNA436A*031*	CSPH*4812AL*+UI	59TN6B120C24**22	10.5	35200	$5,000	206788778	HRCU-A-CB		20.5	34200	2.12	80
CARRIER	25VNA436A*031*	CSPH*6012AL*+UI	58TN*A070C17**16	10.5	35200	$5,000	206788788	HRCU-A-CB		20.5	34400	2.12	80
CARRIER	25VNA436A*031*	CSPH*6012AL*+UI	59TN6B080C17**14	10.5	35200	$5,000	206788793	HRCU-A-CB		20	34200	2.09	80
CARRIER	25VNA436A*031*	CSPH*6012AL*+UI	59MN7B080C17**14	10.5	35200	$5,000	206788795	HRCU-A-CB		20	34200	2.09	80
CARRIER	25VNA436A*031*	CSPH*6012AL*+UI	59MN7B060C21**20	10.5	35200	$5,000	206788803	HRCU-A-CB		20	34400	2.11	80
CARRIER	25VNA436A*031*	CAP**6121AL*+UI	58TN*A045C17**12	10.5	35200	$5,000	206788875	HRCU-A-CB		21	34400	2.04	81
CARRIER	25VNA436A*030*	CNPV*6024AL*+UI	58TN*A070C21**20	10.5	35200	$5,000	205272674	HRCU-A-CB		21.5	34200	2.11	79
CARRIER	25VNA436A*031*	CNPV*4824AL*+UI	58TN*A135C24**22	10.5	35200	$5,000	206788720	HRCU-A-CB		21.5	34000	2.12	79
CARRIER	25VNA436A*031*	CNPV*6024AL*+UI	58TN*A070C21**20	10.5	35200	$5,000	206788729	HRCU-A-CB		21.5	34200	2.11	79
BRYANT	284ANV036*0**A*	CSPH*6012AL*+UI	88*TA36070C14***	10.5	35200	$5,000	205274186	HRCU-A-CB		20.5	34400	2.11	80
BRYANT	284ANV036*0**A*	CSPH*6012AL*+UI	987MB60060C21***	10.5	35200	$5,000	205274189	HRCU-A-CB		20	34400	2.11	80
BRYANT	284ANV036*0**A*	CAP**6121AL*+UI	987MB60060C21***	10.5	35200	$5,000	205274042	HRCU-A-CB		21	34600	2.09	80
BRYANT	284ANV036*0**A*	CNPV*6024AL*+UI	88*TA60070C21***	10.5	35200	$5,000	205274103	HRCU-A-CB		21.5	34200	2.11	79
CARRIER	25VNA036A*030*	CSPH*3612AL*+UI & 59*N*A120V24**22		10.5	35200	$5,000	9892695	HRCU-A-CB	Infinity® 20 Heat Pump with Greenspeed® Intelligence	18.5	33600	2.28	76
BRYANT	284ANV036*0**A*	CNPV*4824AL*+UI	88*TA66135C24***	10.5	35200	$5,000	205274094	HRCU-A-CB		21.5	34000	2.12	79
CARRIER	25VNA436A*030*	CSPH*4812AL*+UI	58TN*A090C21**20	10.5	35200	$5,000	205272726	HRCU-A-CB		20.5	34200	2.12	80
CARRIER	25VNA436A*030*	CSPH*4812AL*+UI	58TN*A135C24**22	10.5	35200	$5,000	205272727	HRCU-A-CB		20.5	34200	2.14	79
CARRIER	25VNA436A*030*	CSPH*4812AL*+UI	59TN6B120C24**22	10.5	35200	$5,000	205272730	HRCU-A-CB		20.5	34200	2.12	80
CARRIER	25VNA436A*030*	CSPH*6012AL*+UI	58TN*A070C17**16	10.5	35200	$5,000	205272743	HRCU-A-CB		20.5	34400	2.12	80
CARRIER	25VNA436A*030*	CSPH*6012AL*+UI	59TN6B080C17**14	10.5	35200	$5,000	205272748	HRCU-A-CB		20	34200	2.09	80
CARRIER	25VNA436A*030*	CSPH*6012AL*+UI	59MN7B080C17**14	10.5	35200	$5,000	205272751	HRCU-A-CB		20	34200	2.09	80
BOSCH	BOVA-60HDN1-M18M	BVA-36WN1-M18B		10.5	35200	$5,000	10333757	HRCU-A-CB		18.5	35200	2.05	79
BRYANT	280ANV036*0**A*	CSPH*3612AL*+UI & 98(6*B,7*A)66120V24***		10.5	35200	$5,000	9893644	HRCU-A-CB	Bryant® Extreme Heat Pump	18.5	33600	2.28	76
BRYANT	284ANV036*0**A*	CAP**6121AL*+UI	88*TA36045C17***	10.5	35200	$5,000	205274028	HRCU-A-CB		21	34400	2.04	81
BRYANT	284ANV036*0**A*	CAP**6121AL*+UI	987MB42060C17***	10.5	35200	$5,000	205274034	HRCU-A-CB		20.5	34400	2.07	80
BOSCH	BOVB-60HDN1-M18M	BVA-36WN1-M20		10.5	35200	$5,000	206396001	HRCU-A-CB		18.5	35200	2.73	79
BRYANT	284ANV036*0**A*	CSPH*4212AL*+UI	88*TA66135C24***	10.5	35200	$5,000	205274137	HRCU-A-CB		20.5	34000	2.12	80
BRYANT	284ANV036*0**A*	CSPH*4812AL*+UI	88*TA60090C21***	10.5	35200	$5,000	205274155	HRCU-A-CB		20.5	34200	2.12	80
BRYANT	284ANV036*0**A*	CSPH*4812AL*+UI	88*TA66135C24***	10.5	35200	$5,000	205274156	HRCU-A-CB		20.5	34200	2.14	79
BRYANT	284ANV036*0**A*	CSPH*4812AL*+UI	986TC66120C24***	10.5	35200	$5,000	205274159	HRCU-A-CB		20.5	34200	2.12	80
BRYANT	284ANV036*0**A*	CSPH*6012AL*+UI	88*TA48070C17***	10.5	35200	$5,000	205274172	HRCU-A-CB		20.5	34400	2.12	80
BRYANT	284ANV036*0**A*	CSPH*6012AL*+UI	986TC42080C17***	10.5	35200	$5,000	205274177	HRCU-A-CB		20	34200	2.09	80
CARRIER	25VNA436A*031*	CSPH*6012AL*+UI	58TN*A070C14**12	10.5	35200	$5,000	206788898	HRCU-A-CB		20.5	34400	2.11	80
CARRIER	25VNA436A*031*	CNPV*4821AL*+UI	59TN6B100C21**22	10.5	35400	$5,000	206788714	HRCU-A-CB		21	33800	2.11	79
CARRIER	25VNA436A*031*	CNPV*4821AL*+UI	58TN*A090C17**16	10.5	35400	$5,000	206788715	HRCU-A-CB		21.5	33800	2.09	79
CARRIER	25VNA436A*031*	CNPV*4821AL*+UI	58TN*A110C21**20	10.5	35400	$5,000	206788716	HRCU-A-CB		21.5	34000	2.11	79
CARRIER	25VNA436A*031*	CNPV*4824AL*+UI	58TN*A090C21**20	10.5	35400	$5,000	206788719	HRCU-A-CB		21.5	34000	2.11	79
CARRIER	25VNA436A*031*	CNPV*4824AL*+UI	59TN6B120C24**22	10.5	35400	$5,000	206788721	HRCU-A-CB		21.5	33800	2.11	79
CARRIER	25VNA436A*031*	CNPV*4824AL*+UI	59MN7B100C21**22	10.5	35400	$5,000	206788723	HRCU-A-CB		21	33800	2.11	79
CARRIER	25VNA436A*031*	CNPV*4824AL*+UI	59MN7B120C24**22	10.5	35400	$5,000	206788724	HRCU-A-CB		21	33800	2.09	79
CARRIER	25VNA436A*031*	CNPV*4824AL*+UI	59TN6B100C21**22	10.5	35400	$5,000	206788726	HRCU-A-CB		21	33800	2.11	79
CARRIER	25VNA436A*031*	CNPV*4824AL*+UI	58TN*A110C21**20	10.5	35400	$5,000	206788727	HRCU-A-CB		21.5	34000	2.11	79
CARRIER	25VNA436A*031*	CNPV*6024AL*+UI	59MN7B060C21**20	10.5	35400	$5,000	206788739	HRCU-A-CB		21	34200	2.07	80
CARRIER	25VNA436A*031*	CSPH*3612AL*+UI	58TN*A135C24**22	10.5	35400	$5,000	206788743	HRCU-A-CB		20	33800	2.07	79
CARRIER	25VNA436A*031*	CSPH*4212AL*+UI	58TN*A090C21**20	10.5	35400	$5,000	206788758	HRCU-A-CB		20.5	34000	2.11	79
CARRIER	25VNA436A*031*	CSPH*6012AL*+UI	58TN*A045C17**12	10.5	35400	$5,000	206788882	HRCU-A-CB		20	34200	2.06	80
CARRIER	25VNA436A*031*	CSPH*6012AL*+UI	59MN7B060C17**14	10.5	35400	$5,000	206788892	HRCU-A-CB		19.5	34200	2.08	80
CARRIER	25VNA436A*031*	CSPH*4212AL*+UI	59TN6B120C24**22	10.5	35400	$5,000	206788762	HRCU-A-CB		20.5	34000	2.11	79
CARRIER	25VNA436A*031*	CSPH*4212AL*+UI	59MN7B100C21**22	10.5	35400	$5,000	206788765	HRCU-A-CB		20	34000	2.11	79
CARRIER	25VNA436A*031*	CSPH*4212AL*+UI	59TN6B100C21**22	10.5	35400	$5,000	206788768	HRCU-A-CB		20	34000	2.11	79
CARRIER	25VNA436A*031*	CSPH*4212AL*+UI	58TN*A110C21**20	10.5	35400	$5,000	206788770	HRCU-A-CB		20.5	34000	2.11	79
CARRIER	25VNA436A*031*	CSPH*4812AL*+UI	59MN7B080C21**20	10.5	35400	$5,000	206788780	HRCU-A-CB		20.5	34200	2.11	80
CARRIER	25VNA436A*031*	CSPH*4812AL*+UI	59MN7B100C21**22	10.5	35400	$5,000	206788781	HRCU-A-CB		20.5	34200	2.12	79
CARRIER	25VNA436A*031*	CSPH*4812AL*+UI	59MN7B120C24**22	10.5	35400	$5,000	206788782	HRCU-A-CB		20	34200	2.11	80
CARRIER	25VNA436A*031*	CSPH*4812AL*+UI	59TN6B080C21**20	10.5	35400	$5,000	206788783	HRCU-A-CB		20.5	34200	2.11	80
CARRIER	25VNA436A*031*	CSPH*4812AL*+UI	59TN6B100C21**22	10.5	35400	$5,000	206788784	HRCU-A-CB		20.5	34200	2.12	79
CARRIER	25VNA436A*031*	CSPH*4812AL*+UI	58TN*A090C17**16	10.5	35400	$5,000	206788785	HRCU-A-CB		21	34200	2.12	79
CARRIER	25VNA436A*031*	CSPH*4812AL*+UI	58TN*A110C21**20	10.5	35400	$5,000	206788786	HRCU-A-CB		21	34200	2.12	79
CARRIER	25VNA436A*031*	CSPH*6012AL*+UI	59TN6B060C17**14	10.5	35400	$5,000	206788792	HRCU-A-CB		20	34200	2.08	80
CARRIER	25VNA436A*030*	CSPH*4212AL*+UI	59MN7B100C21**22	10.5	35400	$5,000	205272715	HRCU-A-CB		20	34000	2.11	79
CARRIER	25VNA436A*030*	CSPH*4212AL*+UI	59TN6B100C21**22	10.5	35400	$5,000	205272718	HRCU-A-CB		20	34000	2.11	79
CARRIER	25VNA436A*030*	CSPH*4212AL*+UI	58TN*A110C21**20	10.5	35400	$5,000	205272721	HRCU-A-CB		20.5	34000	2.11	79
CARRIER	25VNA436A*030*	CSPH*4812AL*+UI	59MN7B080C21**20	10.5	35400	$5,000	205272733	HRCU-A-CB		20.5	34200	2.11	80
CARRIER	25VNA436A*030*	CSPH*4812AL*+UI	59MN7B100C21**22	10.5	35400	$5,000	205272734	HRCU-A-CB		20.5	34200	2.12	79
CARRIER	25VNA436A*030*	CSPH*4812AL*+UI	59MN7B120C24**22	10.5	35400	$5,000	205272735	HRCU-A-CB		20	34200	2.11	80
CARRIER	25VNA436A*030*	CSPH*4812AL*+UI	59TN6B080C21**20	10.5	35400	$5,000	205272736	HRCU-A-CB		20.5	34200	2.11	80
CARRIER	25VNA436A*030*	CSPH*4812AL*+UI	59TN6B100C21**22	10.5	35400	$5,000	205272737	HRCU-A-CB		20.5	34200	2.12	79
CARRIER	25VNA436A*030*	CSPH*4812AL*+UI	58TN*A090C17**16	10.5	35400	$5,000	205272739	HRCU-A-CB		21	34200	2.12	79
CARRIER	25VNA436A*030*	CSPH*4812AL*+UI	58TN*A110C21**20	10.5	35400	$5,000	205272740	HRCU-A-CB		21	34200	2.12	79
CARRIER	25VNA436A*030*	CSPH*6012AL*+UI	58TN*A045C17**12	10.5	35400	$5,000	205272742	HRCU-A-CB		20	34200	2.06	80
CARRIER	25VNA436A*030*	CSPH*6012AL*+UI	59TN6B060C17**14	10.5	35400	$5,000	205272747	HRCU-A-CB		20	34200	2.08	80
CARRIER	25VNA436A*030*	CSPH*6012AL*+UI	59MN7B060C17**14	10.5	35400	$5,000	205272750	HRCU-A-CB		19.5	34200	2.08	80
CARRIER	25VNA436A*031*	CAP**6121AL*+UI	59TN6B080C17**14	10.5	35400	$5,000	206788667	HRCU-A-CB		21	34600	2.08	80
CARRIER	25VNA436A*031*	CAP**6121AL*+UI	59MN7B080C17**14	10.5	35400	$5,000	206788668	HRCU-A-CB		21	34600	2.08	80
CARRIER	25VNA436A*031*	CNPV*4821AL*+UI	58TN*A090C21**20	10.5	35400	$5,000	206788707	HRCU-A-CB		21.5	34000	2.11	79
CARRIER	25VNA436A*031*	CNPV*4821AL*+UI	59MN7B100C21**22	10.5	35400	$5,000	206788712	HRCU-A-CB		21	33800	2.11	79
CARRIER	25VNA436A*030*	CNPV*4821AL*+UI	58TN*A090C21**20	10.5	35400	$5,000	205272651	HRCU-A-CB		21.5	34000	2.11	79
CARRIER	25VNA436A*030*	CNPV*4821AL*+UI	59MN7B100C21**22	10.5	35400	$5,000	205272657	HRCU-A-CB		21	33800	2.11	79
CARRIER	25VNA436A*030*	CNPV*4821AL*+UI	59TN6B100C21**22	10.5	35400	$5,000	205272659	HRCU-A-CB		21	33800	2.11	79
